core_id,throughput,unit
0,419695424.93165,ops/sec
1,416548138.5880783,ops/sec
2,419805573.22829735,ops/sec
3,422875074.65478855,ops/sec
4,450383247.9950908,ops/sec
5,452211801.56601745,ops/sec
6,453593680.98643017,ops/sec
7,458100417.9021062,ops/sec
8,457382298.81490505,ops/sec
9,456984644.9850716,ops/sec
