core_id,throughput,unit
0,537198464.5389513,ops/sec
1,612874094.51683,ops/sec
2,475001540.0974934,ops/sec
3,577083106.0635791,ops/sec
4,602379640.7738649,ops/sec
5,588416203.0253944,ops/sec
6,479849020.15074813,ops/sec
7,513118099.7410887,ops/sec
8,586505132.9556814,ops/sec
9,616802882.4432303,ops/sec
